Region,SubRegion,Country,Country Code,DrugGroup,Drug,Year,KgEquivalent
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,Synthetic cathinones,2016,0.07
Europe,Western and Central Europe,Norway,NOR,ATS,Amphetamine,2015,0.806311
Europe,Western and Central Europe,Norway,NOR,ATS,Amphetamine,2015,470.6
Europe,Western and Central Europe,Norway,NOR,ATS,Ecstasy-type substances,2015,27.4
Europe,Western and Central Europe,Norway,NOR,ATS,Ecstasy-type substances,2015,31.629494
Europe,Western and Central Europe,Norway,NOR,ATS,Methamphetamine,2015,101
Europe,Western and Central Europe,Norway,NOR,ATS,Methamphetamine,2015,6.85485
Europe,Western and Central Europe,Norway,NOR,ATS,Other stimulants,2015,1.086
Europe,Western and Central Europe,Norway,NOR,ATS,Other stimulants,2015,0.002
Europe,Western and Central Europe,Norway,NOR,ATS,Prescription stimulants,2015,1.228
Europe,Western and Central Europe,Norway,NOR,Cannabis-type,Cannabis oil,2015,0.148
Europe,Western and Central Europe,Norway,NOR,Cannabis-type,Cannabis plants,2015,62.1
Europe,Western and Central Europe,Norway,NOR,Cannabis-type,Hashish (resin),2015,2009.6
Europe,Western and Central Europe,Norway,NOR,Cannabis-type,Marijuana (herb),2015,257.7
Europe,Western and Central Europe,Norway,NOR,Cocaine-type,Coca leaf,2015,0.096
Europe,Western and Central Europe,Norway,NOR,Cocaine-type,Cocaine salts,2015,85.6
Europe,Western and Central Europe,Norway,NOR,Hallucinogens,LSD,2015,0.0003811
Europe,Western and Central Europe,Norway,NOR,Hallucinogens,Other Hallucinogens,2015,0.0048
Europe,Western and Central Europe,Norway,NOR,Hallucinogens,Other Hallucinogens,2015,0.525700008
Europe,Western and Central Europe,Norway,NOR,Opioids,Heroin,2015,61.1
Europe,Western and Central Europe,Norway,NOR,Opioids,Opium,2015,8.55
Europe,Western and Central Europe,Norway,NOR,Opioids,Pharmaceutical opioids,2015,0.121800002
Europe,Western and Central Europe,Norway,NOR,Opioids,Pharmaceutical opioids,2015,0.090300001
Europe,Western and Central Europe,Norway,NOR,Other miscellaneous,Other miscellaneous,2015,35
Europe,Western and Central Europe,Norway,NOR,Sedatives and Tranquillizers,Barbiturates,2015,0.00127
Europe,Western and Central Europe,Norway,NOR,Sedatives and Tranquillizers,Benzodiazepines,2015,7.532879832
Europe,Western and Central Europe,Norway,NOR,Sedatives and Tranquillizers,GHB,2015,150.3
Europe,Western and Central Europe,Norway,NOR,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2015,0.035619999
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,GBL,2015,907.7
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,Ketamine and phencyclidine-type substances,2015,0.019
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,Ketamine and phencyclidine-type substances,2015,0.041
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,Other NPS,2015,1.109
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,Other NPS,2015,0.0082
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,Other Plant-based substances,2015,2.3
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,Phenethylamines,2015,0.001965
Europe,Western and Central Europe,Norway,NOR,Substances not under international control,Synthetic cathinones,2015,0.875
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2019,1676.52
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2019,0.08855
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2019,70.490352
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2019,36.140018
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2019,272.09
Europe,Western and Central Europe,Poland,POL,ATS,Methamphetamine,2019,537.88
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2019,0.191
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2019,28.544
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis oil,2019,0.0063
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis oil,2019,35.02
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis plants,2019,9571.1
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Hashish (resin),2019,436.15
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Marijuana (herb),2019,2989.93
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Marijuana (herb),2019,0.5185
Europe,Western and Central Europe,Poland,POL,Cocaine-type,Cocaine salts,2019,5481.13
Europe,Western and Central Europe,Poland,POL,Cocaine-type,Cocaine salts,2019,600
Europe,Western and Central Europe,Poland,POL,Hallucinogens,LSD,2019,2.52E-05
Europe,Western and Central Europe,Poland,POL,Opioids,Heroin,2019,21.2
Europe,Western and Central Europe,Poland,POL,Opioids,Illicit morphine,2019,7.53
Europe,Western and Central Europe,Poland,POL,Opioids,Other illicit opioids,2019,0.068800001
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2019,0.8
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2019,0.360000005
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2019,0.188
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2019,0
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2019,46.84
Europe,Western and Central Europe,Poland,POL,Precursors,Ephedrine,2019,0
Europe,Western and Central Europe,Poland,POL,Precursors,Other precursors,2019,1
Europe,Western and Central Europe,Poland,POL,Precursors,Other precursors,2019,27.75
Europe,Western and Central Europe,Poland,POL,Precursors,Other precursors,2019,1.02
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Barbiturates,2019,0.022959999
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Barbiturates,2019,0.005
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Benzodiazepines,2019,0.107669998
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Benzodiazepines,2019,1.26
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,GHB,2019,1.1
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,GHB,2019,1.83
Europe,Western and Central Europe,Poland,POL,Substances not under international control,GBL,2019,160.4
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other NPS,2019,0.249900004
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other NPS,2019,0.067750001
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other NPS,2019,48
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other NPS,2019,2.05
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other Plant-based substances,2019,0.25
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Plant-based NPS,2019,16.42
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cannabinoids (Spice),2019,0.92
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2018,1322.88
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2018,407.96
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2018,59.249272
Europe,Western and Central Europe,Poland,POL,ATS,Methamphetamine,2018,30.88
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2018,1.55
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2018,0.2475
Europe,Western and Central Europe,Poland,POL,ATS,Prescription stimulants,2018,0.0075
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Hashish (resin),2018,8316.1
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Marijuana (herb),2018,4259.8
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Other types of cannabis,2018,0
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Other types of cannabis,2018,1.55
Europe,Western and Central Europe,Poland,POL,Cocaine-type,Cocaine salts,2018,277.42
Europe,Western and Central Europe,Poland,POL,Hallucinogens,LSD,2018,0.01
Europe,Western and Central Europe,Poland,POL,Hallucinogens,LSD,2018,0.0001772
Europe,Western and Central Europe,Poland,POL,Opioids,Heroin,2018,8.77
Europe,Western and Central Europe,Poland,POL,Opioids,Other illicit opioids,2018,0.03285
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2018,0.0005
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2018,0
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2018,1117.3
Europe,Western and Central Europe,Poland,POL,Precursors,Non-specified precursors,2018,16
Europe,Western and Central Europe,Poland,POL,Precursors,Non-specified precursors,2018,0
Europe,Western and Central Europe,Poland,POL,Precursors,Non-specified precursors,2018,54627.67
Europe,Western and Central Europe,Poland,POL,Precursors,Other precursors,2018,1580
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Benzodiazepines,2018,0.0006
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Benzodiazepines,2018,0.033599999
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Benzodiazepines,2018,0.61
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,GHB,2018,4.2
Europe,Western and Central Europe,Poland,POL,Substances not under international control,GBL,2018,716
Europe,Western and Central Europe,Poland,POL,Substances not under international control,GBL,2018,13.14
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other NPS,2018,417.5
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other Plant-based substances,2018,0.0115
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other Plant-based substances,2018,0.12
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2017,582.41
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2017,0.011638
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2017,51
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2017,30.518394
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2017,11.566822
Europe,Western and Central Europe,Poland,POL,ATS,Methamphetamine,2017,25.6
Europe,Western and Central Europe,Poland,POL,ATS,Methamphetamine,2017,7
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2017,0.06975
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2017,112.65
Europe,Western and Central Europe,Poland,POL,ATS,Prescription stimulants,2017,0.01275
Europe,Western and Central Europe,Poland,POL,ATS,Prescription stimulants,2017,0.02
Europe,Western and Central Europe,Poland,POL,ATS,Prescription stimulants,2017,1.1075
Europe,Western and Central Europe,Poland,POL,ATS,Prescription stimulants,2017,0.0225
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis oil,2017,0.04
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis oil,2017,0.843600034
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis oil,2017,2
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis plants,2017,44.8
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Hashish (resin),2017,0.00459
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Hashish (resin),2017,1237.16
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Marijuana (herb),2017,3620.08
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Marijuana (herb),2017,0.116
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Synthetic cannabinoids under international control,2017,0.00114
Europe,Western and Central Europe,Poland,POL,Cocaine-type,Cocaine salts,2017,81.05
Europe,Western and Central Europe,Poland,POL,Hallucinogens,LSD,2017,0.00252
Europe,Western and Central Europe,Poland,POL,Hallucinogens,LSD,2017,4.33E-05
Europe,Western and Central Europe,Poland,POL,Opioids,Heroin,2017,2.49
Europe,Western and Central Europe,Poland,POL,Opioids,Other illicit opioids,2017,0.105275002
Europe,Western and Central Europe,Poland,POL,Opioids,Other illicit opioids,2017,0.02
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2017,1.01
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2017,0.005
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2017,66.31
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2017,0
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Other miscellaneous,2017,1.05
Europe,Western and Central Europe,Poland,POL,Precursors,Ephedrine,2017,1.37
Europe,Western and Central Europe,Poland,POL,Precursors,Other precursors,2017,5000
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2017,0.42
Europe,Western and Central Europe,Poland,POL,Substances not under international control,GBL,2017,16896
Europe,Western and Central Europe,Poland,POL,Substances not under international control,GBL,2017,2
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Ketamine and phencyclidine-type substances,2017,0.00577
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Other Plant-based substances,2017,0.44
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Plant-based NPS,2017,0.33
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Plant-based NPS,2017,0.0835
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cannabinoids (Spice),2017,2.1
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cathinones,2017,0.04
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Tryptamines,2017,2E-07
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2016,943.27
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2016,2
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2016,0.29
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2016,40.628591
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2016,39.770876
Europe,Western and Central Europe,Poland,POL,ATS,Methamphetamine,2016,17.94
Europe,Western and Central Europe,Poland,POL,ATS,Non-specified ATS,2016,961.21
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2016,0.937
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2016,45.5
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2016,1
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis oil,2016,0.27
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis oil,2016,170.2
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis plants,2016,10851.6
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Hashish (resin),2016,32.89
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Marijuana (herb),2016,0
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Marijuana (herb),2016,2569.44
Europe,Western and Central Europe,Poland,POL,Cocaine-type,Cocaine salts,2016,448.76
Europe,Western and Central Europe,Poland,POL,Hallucinogens,LSD,2016,8.3E-06
Europe,Western and Central Europe,Poland,POL,Hallucinogens,Other Hallucinogens,2016,2.18
Europe,Western and Central Europe,Poland,POL,Opioids,Heroin,2016,9.02
Europe,Western and Central Europe,Poland,POL,Opioids,Illicit morphine,2016,0
Europe,Western and Central Europe,Poland,POL,Opioids,Illicit morphine,2016,0.3
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2016,0.36
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2016,2.3
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2016,2.335
Europe,Western and Central Europe,Poland,POL,Opioids,Pharmaceutical opioids,2016,0.137250002
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2016,57.47
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Anabolic steroids,2016,0
Europe,Western and Central Europe,Poland,POL,Precursors,Ephedrine,2016,0.14
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Benzodiazepines,2016,0.0032
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Benzodiazepines,2016,0.0003
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,GHB,2016,2.6
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,GHB,2016,218
Europe,Western and Central Europe,Poland,POL,Substances not under international control,GBL,2016,26061
Europe,Western and Central Europe,Poland,POL,Substances not under international control,GBL,2016,949
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Plant-based NPS,2016,22.8
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cathinones,2016,8.19
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cathinones,2016,0.4
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cathinones,2016,11.3
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cathinones,2016,45.5
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2015,695
Europe,Western and Central Europe,Poland,POL,ATS,Amphetamine,2015,0.950015
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2015,78.4
Europe,Western and Central Europe,Poland,POL,ATS,Ecstasy-type substances,2015,32.760106
Europe,Western and Central Europe,Poland,POL,ATS,Methamphetamine,2015,51.11
Europe,Western and Central Europe,Poland,POL,ATS,Other stimulants,2015,37.5
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis oil,2015,2
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Cannabis plants,2015,10333.9
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Hashish (resin),2015,842.87
Europe,Western and Central Europe,Poland,POL,Cannabis-type,Marijuana (herb),2015,1830.4
Europe,Western and Central Europe,Poland,POL,Cocaine-type,Cocaine salts,2015,218.61
Europe,Western and Central Europe,Poland,POL,Hallucinogens,Other Hallucinogens,2015,3.8
Europe,Western and Central Europe,Poland,POL,Opioids,Heroin,2015,3.8
Europe,Western and Central Europe,Poland,POL,Opioids,Heroin,2015,0.003
Europe,Western and Central Europe,Poland,POL,Opioids,Illicit morphine,2015,0.021
Europe,Western and Central Europe,Poland,POL,Other miscellaneous,Other miscellaneous,2015,6.051
Europe,Western and Central Europe,Poland,POL,Sedatives and Tranquillizers,Benzodiazepines,2015,0.0211
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Plant-based NPS,2015,3247.6
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cathinones,2015,0.00492
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cathinones,2015,10.5
Europe,Western and Central Europe,Poland,POL,Substances not under international control,Synthetic cathinones,2015,24.7
Europe,Western and Central Europe,Portugal,POR,ATS,Amphetamine,2019,0.156354
Europe,Western and Central Europe,Portugal,POR,ATS,Amphetamine,2019,2.85
Europe,Western and Central Europe,Portugal,POR,ATS,Ecstasy-type substances,2019,4.101043
Europe,Western and Central Europe,Portugal,POR,ATS,Ecstasy-type substances,2019,1.9
Europe,Western and Central Europe,Portugal,POR,ATS,Prescription stimulants,2019,0.0049
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis oil,2019,5.04
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis plants,2019,1207.7
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis seed,2019,0.032119999
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis seed,2019,4.49
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Hashish (resin),2019,3235.18
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Marijuana (herb),2019,491.79
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Other types of cannabis,2019,4.38
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Other types of cannabis,2019,0.177
Europe,Western and Central Europe,Portugal,POR,Cocaine-type,Cocaine salts,2019,10567.36
Europe,Western and Central Europe,Portugal,POR,Cocaine-type,Crack,2019,8.68
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2019,0.00014135
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2019,0.005
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2019,0.03803
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2019,14.44
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2019,0.005
Europe,Western and Central Europe,Portugal,POR,Opioids,Heroin,2019,14.78
Europe,Western and Central Europe,Portugal,POR,Opioids,Opium,2019,0.03
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2019,0.00086
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2019,0.0002
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2019,0
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2019,0.01445
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2019,0.215
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2019,0.07
Europe,Western and Central Europe,Portugal,POR,Sedatives and Tranquillizers,Benzodiazepines,2019,0.00101
Europe,Western and Central Europe,Portugal,POR,Sedatives and Tranquillizers,Benzodiazepines,2019,0.00029
Europe,Western and Central Europe,Portugal,POR,Sedatives and Tranquillizers,GHB,2019,0.012
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Other Plant-based substances,2019,0.1466
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Plant-based NPS,2019,485
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Synthetic cathinones,2019,0.08484
Europe,Western and Central Europe,Portugal,POR,ATS,Amphetamine,2018,0.000253
Europe,Western and Central Europe,Portugal,POR,ATS,Amphetamine,2018,0.36834
Europe,Western and Central Europe,Portugal,POR,ATS,Ecstasy-type substances,2018,1.123295
Europe,Western and Central Europe,Portugal,POR,ATS,Ecstasy-type substances,2018,19.25
Europe,Western and Central Europe,Portugal,POR,ATS,Methamphetamine,2018,0.0197
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis oil,2018,0.273
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis plants,2018,21.081
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis plants,2018,870.6
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis seed,2018,0.02096
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis seed,2018,13.619
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Hashish (resin),2018,4173.391
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Marijuana (herb),2018,137.594
Europe,Western and Central Europe,Portugal,POR,Cocaine-type,Cocaine salts,2018,5540.668
Europe,Western and Central Europe,Portugal,POR,Cocaine-type,Crack,2018,0.01346
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2018,0.069
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2018,0.0566
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2018,5.015E-05
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2018,0
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2018,0.011
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2018,0.0185
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2018,0.00021
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2018,0.0011
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2018,88
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2018,0
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2018,0.402
Europe,Western and Central Europe,Portugal,POR,Opioids,Heroin,2018,26.08
Europe,Western and Central Europe,Portugal,POR,Opioids,Heroin,2018,1.31
Europe,Western and Central Europe,Portugal,POR,Opioids,Opium,2018,0.641
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2018,0.00035
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2018,0
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2018,0
Europe,Western and Central Europe,Portugal,POR,Precursors,Other precursors,2018,4821
Europe,Western and Central Europe,Portugal,POR,Sedatives and Tranquillizers,Benzodiazepines,2018,0.00033
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Other Plant-based substances,2018,0.315
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Plant-based NPS,2018,65.3
Europe,Western and Central Europe,Portugal,POR,ATS,Amphetamine,2017,0.76785
Europe,Western and Central Europe,Portugal,POR,ATS,Amphetamine,2017,0.035926
Europe,Western and Central Europe,Portugal,POR,ATS,Ecstasy-type substances,2017,4.588301
Europe,Western and Central Europe,Portugal,POR,ATS,Ecstasy-type substances,2017,0.001084
Europe,Western and Central Europe,Portugal,POR,ATS,Methamphetamine,2017,0.183
Europe,Western and Central Europe,Portugal,POR,ATS,Other stimulants,2017,0.10832
Europe,Western and Central Europe,Portugal,POR,ATS,Other stimulants,2017,0.00057
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis oil,2017,0.0092
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis plants,2017,2291
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis seed,2017,0.23366
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Cannabis seed,2017,0.095809998
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Hashish (resin),2017,14791.46
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Marijuana (herb),2017,410.38
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Other types of cannabis,2017,0
Europe,Western and Central Europe,Portugal,POR,Cannabis-type,Other types of cannabis,2017,13
Europe,Western and Central Europe,Portugal,POR,Cocaine-type,Coca leaf,2017,0.0553
Europe,Western and Central Europe,Portugal,POR,Cocaine-type,Cocaine salts,2017,2734.14
Europe,Western and Central Europe,Portugal,POR,Cocaine-type,Crack,2017,0.01801
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2017,0.00815
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2017,7.42E-05
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2017,0
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,LSD,2017,0.00806
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2017,0.0018
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2017,0.0003
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2017,1.85
Europe,Western and Central Europe,Portugal,POR,Hallucinogens,Other Hallucinogens,2017,0.041000001
Europe,Western and Central Europe,Portugal,POR,Opioids,Heroin,2017,29.48
Europe,Western and Central Europe,Portugal,POR,Opioids,Opium,2017,0.0235
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2017,0.00285
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2017,0.0024
Europe,Western and Central Europe,Portugal,POR,Opioids,Pharmaceutical opioids,2017,0
Europe,Western and Central Europe,Portugal,POR,Opioids,Poppy plants,2017,0.4
Europe,Western and Central Europe,Portugal,POR,Sedatives and Tranquillizers,Benzodiazepines,2017,0.00392
Europe,Western and Central Europe,Portugal,POR,Sedatives and Tranquillizers,GHB,2017,0
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Other Plant-based substances,2017,0.003
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Other Plant-based substances,2017,242.37
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Phenethylamines,2017,0.00244
Europe,Western and Central Europe,Portugal,POR,Substances not under international control,Phenethylamines,2017,0.019935
